id_recensione,nome_vino,cantina,regione,denominazione,vitigno,annata,punteggio,fascia_punteggio,prezzo_usd,fascia_prezzo_usd,recensore,nota_degustazione,punti_per_dollaro
531,Cordero di Montezemolo 2012 Monfalletto  (Barolo),Cordero di Montezemolo,Piemonte,Barolo,Nebbiolo,2012,93,90-94 Ottimo,48.0,4. Da 40 a 74,Kerin O'Keefe,"Exotic spice, French oak, mature berry, menthol and a floral note are some of the aromas you'll find on this structured red. The ripe, chewy palate presents mature black cherry, raspberry compote, espresso, licorice and aromatic herb while firm fine-grained ta",1.94
532,Crissante Alessandria 2010 Roggeri  (Barolo),Crissante Alessandria,Piemonte,Barolo,Nebbiolo,2010,86,80-86 Buono,60.0,4. Da 40 a 74,Kerin O'Keefe,"This opens with aromas suggesting hazelnut, toast and a whiff of oak. The palate offers charcuterie, cooking spice and grilled herb but there's not much fruit here.",1.43
533,Cupcake 2015  Moscato d'Asti,Cupcake,Piemonte,Moscato d'Asti,Moscato,2015,86,80-86 Buono,15.0,2. Da 15 a 24,Kerin O'Keefe,"Fun and refreshing, this bright dessert wine has aromas of white spring flower and tropical fruit. The lightly foaming palate presents ripe apricot, peach and a hint of aromatic herb while a note of candied lemon drop closes the soft finish.",5.73
534,Damilano 2006 Cannubi  (Barolo),Damilano,Piemonte,Barolo,Nebbiolo,2006,92,90-94 Ottimo,76.0,5. 75 e oltre,Non indicato,"The prized Cannubi cru offers fruit that is interpreted by some of the finest winemakers in northern Italy. This expression from the dynamic Damilano winery is characterized by tight tannins, power, personality and ripe berry flavors. Pair this Barolo with ris",1.21
535,Damilano 2007  Nebbiolo d'Alba,Damilano,Piemonte,Nebbiolo d'Alba,Nebbiolo,2007,88,87-89 Molto buono,24.0,2. Da 15 a 24,Non indicato,"Delicate fragrances of blue flowers, pressed violets, exotic spice and white pepper emerge from the nose of this Nebbiolo from the Langhe. The wine shares a lot in common with its big brothers Barbaresco and Barolo, including a firm tannic finish.",3.67
536,Damilano 2008  Nebbiolo d'Alba,Damilano,Piemonte,Nebbiolo d'Alba,Nebbiolo,2008,88,87-89 Molto buono,17.0,2. Da 15 a 24,Non indicato,"This is a lovely Nebbiolo that serves as a perfect introductory wine for those interested in eventually expanding their knowledge of Barbaresco and Barolo. Made with the same grape, this wine offers small berry aromas backed by ethereal tones of violet and lic",5.18
537,Damilano 2009 Liste  (Barolo),Damilano,Piemonte,Barolo,Nebbiolo,2009,89,87-89 Molto buono,85.0,5. 75 e oltre,Kerin O'Keefe,"Aromas suggest sandalwood, exotic spice, vanilla, subtle oak and mature black fruit. The warm palate reflects the forward nature of the vintage and delivers underbrush, black cherry, espresso and coffee alongside aggressive, drying tannins. You'll also notice ",1.05
538,Deltetto 2011 Bussia  (Barolo),Deltetto,Piemonte,Barolo,Nebbiolo,2011,91,90-94 Ottimo,53.0,4. Da 40 a 74,Kerin O'Keefe,"Intense mint, menthol, ripe berry and dark spice aromas lead the nose. The palate offers dried black cherry mature raspberry, mint, thyme and clove alongside bracing tannins. Give this a few more years to reach its full potential. Drink after 2018.",1.72
539,Demarie 2007  Barbera d'Alba Superiore,Demarie,Piemonte,Barbera d'Alba Superiore,Barbera,2007,87,87-89 Molto buono,17.0,2. Da 15 a 24,Non indicato,"Rich and inviting, this has bold aromas of maraschino, blackberry jam, plum and exotic spice. The mouthfeel is plush and rich, with a bright spot of acidity on the finish.",5.12
540,Demarie 2013  Barbaresco,Demarie,Piemonte,Barbaresco,Nebbiolo,2013,89,87-89 Molto buono,55.0,4. Da 40 a 74,Kerin O'Keefe,"Aromas of dried rose, menthol, espresso and mature berry lift out of the glass. The linear, tightly wound palate offers dried red cherry, cranberry and star anise alongside firm fine-grained tannins.",1.62
541,Domenico Clerico 2010 Ciabot Mentin  (Barolo),Domenico Clerico,Piemonte,Barolo,Nebbiolo,2010,91,90-94 Ottimo,90.0,5. 75 e oltre,Kerin O'Keefe,"Mint, anisette and red berry aromas lead the nose. These follow through to the palate along with licorice, espresso, coffee, toasted oak and black pepper. It's tightly framed with drying wood tannins, but the bright fruit stands up to the strong oak influence.",1.01
542,Dosio 2012  Nebbiolo d'Alba,Dosio,Piemonte,Nebbiolo d'Alba,Nebbiolo,2012,86,80-86 Buono,30.0,3. Da 25 a 39,Kerin O'Keefe,"Aromas of a closed cellar blow off in the glass to reveal underbrush, violet, woodland berries and a hint of white pepper that all carry over to the palate. It's one-dimensional with fresh acidity and would work well with deep-dish pizza covered with toppings.",2.87
543,Elvio Cogno 2004 Montegrilli Red (Langhe),Elvio Cogno,Piemonte,Langhe,Red Blend,2004,89,87-89 Molto buono,27.0,3. Da 25 a 39,Non indicato,"A skillful blending of 50% Barbera and 50% Nebbiolo, the Cogno has lovely wild strawberry aromas, cranberry and a touch of licorice. Light bodied but with fairly intense flavors, it was pleasant and interesting, its only fault lay in the slightly high acidity.",3.3
544,Elvio Cogno 2007 Ravera  (Barolo),Elvio Cogno,Piemonte,Barolo,Nebbiolo,2007,93,90-94 Ottimo,75.0,5. 75 e oltre,Non indicato,"From the celebrated Ravera cru, Elvio Cogno delivers a classic and elegant expression of Nebbiolo with tight tannins, long aging potential and nuanced aromas of small berry fruit, cola, leather, licorice and smoky cedar tones. Save this wine in your cellar 10 ",1.24
545,Elvio Cogno 2008 Bordini  (Barbaresco),Elvio Cogno,Piemonte,Barbaresco,Nebbiolo,2008,92,90-94 Ottimo,40.0,4. Da 40 a 74,Non indicato,"Elvio Cogno shows a deft hand with the difficult Nebbiolo grape. This delivers tones of cassis, tobacco and moist earth. What sets this wine apart is its bright acidity and overall intensity.",2.3
546,Elvio Cogno 2008 Montegrilli Red (Langhe),Elvio Cogno,Piemonte,Langhe,Red Blend,2008,88,87-89 Molto buono,31.0,3. Da 25 a 39,Non indicato,This elegant 50-50 blend of Barbera and Nebbiolo (a popular blending formula for many Langhe red wines) offers the pulpy fruit and acidity of Barbera set against the finesse and menthol-like intensity of Nebbiolo. It's a match made in heaven.,2.84
547,Elvio Cogno 2010 Ravera  (Barolo),Elvio Cogno,Piemonte,Barolo,Nebbiolo,2010,95,95-100 Eccezionale,75.0,5. 75 e oltre,Kerin O'Keefe,"Cogno helped put the Novello village on the Barolo-lovers' map. This wine opens with fragrances of red and black berries, rose, baking spice and leather. The vibrant palate delivers wild cherry, raspberry, mint, sage, thyme and cocoa accents alongside bracing ",1.27
548,Elvio Cogno 2011 Cascina Nuova  (Barolo),Elvio Cogno,Piemonte,Barolo,Nebbiolo,2011,93,90-94 Ottimo,58.0,4. Da 40 a 74,Kerin O'Keefe,"Forest floor, truffle, wild berry and a whiff of grilled herb unfold on this full-bodied red. The savory, structured palate displays ripe black cherry, crushed raspberry, licorice, clove and a hint of chewing tobacco alongside a firm, tannic backbone. Drink 20",1.6
549,Elvio Cogno 2012 Ravera  (Barolo),Elvio Cogno,Piemonte,Barolo,Nebbiolo,2012,94,90-94 Ottimo,79.0,5. 75 e oltre,Kerin O'Keefe,"Lovely scents of rose petal, iris and perfumed berry slowly take shape in this striking wine. The full-bodied palate delivers ripe red cherry, licorice, white pepper, cinnamon and sage alongside firm, fine-grained tannins and fresh acidity. A mineral note wrap",1.19
550,Enzo Boglietti 2012 Brunate  (Barolo),Enzo Boglietti,Piemonte,Barolo,Nebbiolo,2012,91,90-94 Ottimo,85.0,5. 75 e oltre,Kerin O'Keefe,"Aromas of toast, roasted herb, dark-skinned berry, mint and a balsamic note lead the way. The young, firm palate offers dark cherry, black raspberry and white pepper framed in austere tannins and bright acidity. It's still young and needs to unwind. Drink 2020",1.07
551,Fontanafredda 2012 Vigna La Rosa  (Barolo),Fontanafredda,Piemonte,Barolo,Nebbiolo,2012,94,90-94 Ottimo,119.0,5. 75 e oltre,Kerin O'Keefe,"Fragrant blue flower, woodland berry, underbrush, scorched earth and grilled herb are just some of the aromas that float out of the glass. The dense, succulent palate doles out ripe raspberry, black cherry, chopped mint, clove and cinnamon framed in velvety ta",0.79
552,Francesco Rinaldi 2012 Brunate  (Barolo),Francesco Rinaldi,Piemonte,Barolo,Nebbiolo,2012,92,90-94 Ottimo,60.0,4. Da 40 a 74,Kerin O'Keefe,"Berry, eucalyptus, Alpine herb and a balsamic note are some of the aromas you'll discover on this structured red. The ripe, fresh palate offers juicy Morello cherry, crushed raspberry, cooking spice and licorice alongside firm but refined tannins. Drink 2020-2",1.53
553,Francesco Rinaldi 2013  Barbaresco,Francesco Rinaldi,Piemonte,Barbaresco,Nebbiolo,2013,88,87-89 Molto buono,44.0,4. Da 40 a 74,Kerin O'Keefe,"Toasted hazelnut, menthol, culinary spice and mature berry aromas lift out of the glass. The straightforward palate offers dried black cherry, licorice, clove and firm tannins.",2.0
554,Francone 2009 Riserva  (Barbaresco),Francone,Piemonte,Barbaresco,Nebbiolo,2009,90,90-94 Ottimo,40.0,4. Da 40 a 74,Kerin O'Keefe,"Dried rose, violet, crushed black cherry, cake spices, leather, herbs and balsamic notes come together alongside bracing tannins. It's already tempting but give it time to unwind. Drink after 2016.",2.25
555,Fratelli Alessandria 2011  Barolo,Fratelli Alessandria,Piemonte,Barolo,Nebbiolo,2011,94,90-94 Ottimo,52.0,4. Da 40 a 74,Kerin O'Keefe,"Enticing scents of rose, violet, smoke, red berry and white pepper are just some of the aromas you'll find on this stunning wine. The elegantly structured palate delivers juicy wild cherry, crushed raspberry, cake spice and mineral alongside elegant tannins an",1.81
556,Fratelli Alessandria 2013 Priòra  (Barbera d'Alba Superiore),Fratelli Alessandria,Piemonte,Barbera d'Alba Superiore,Barbera,2013,90,90-94 Ottimo,30.0,3. Da 25 a 39,Kerin O'Keefe,"Juicy, structured and delicious, this full-bodied wine doles out ripe blackberry, crushed raspberry, red cherry, white pepper, clove and licorice. Racy acidity and fine-grained tannins provide support.",3.0
557,G D Vajra 2004 Bricco delle Viole  (Barolo),G D Vajra,Piemonte,Barolo,Nebbiolo,2004,88,87-89 Molto buono,83.0,5. 75 e oltre,Non indicato,"Bricco delle Viole has a thorny, slightly nervous personality that needs a few more years of cellar aging before softening. Aromas include dill, dried herbs, turmeric, forest berry and bramble. The mouthfeel is sharp and polished with bright berry nuances and ",1.06
558,G D Vajra 2015  Moscato d'Asti,G D Vajra,Piemonte,Moscato d'Asti,Moscato,2015,92,90-94 Ottimo,17.0,2. Da 15 a 24,Kerin O'Keefe,"Fresh and fragrant, this foaming dessert wine opens with aromas of orange blossom, chopped herb and ripe orchard fruit. The bright, generous palate doles out juicy yellow peach, apricot, Bartlett pear and lemon drop alongside fresh acidity and a hint of minera",5.41
559,Gaja 2009 Costa Russi Nebbiolo (Langhe),Gaja,Piemonte,Langhe,Nebbiolo,2009,95,95-100 Eccezionale,495.0,5. 75 e oltre,Non indicato,"Costa Russi presents a dark wall of ripe fruit and an exotic spice shading that give momentum and power to the finish. There are also notes of plum, dark chocolate, tobacco, licorice and tar. The quality of the tannins is firm and polished; this should evolve ",0.19
560,Gaja 2010  Barbaresco,Gaja,Piemonte,Barbaresco,Nebbiolo,2010,95,95-100 Eccezionale,255.0,5. 75 e oltre,Kerin O'Keefe,"Gaja's classic Barbaresco is gorgeous in 2010, showing an intense perfume of violet, earth and ripe red fruits punctuated by balsamic notes. The palate delivers rich wild cherry notes layered with mint, cinnamon and eucalyptus. This is structured and elegant a",0.37
561,Gaja 2013 Costa Russi  (Barbaresco),Gaja,Piemonte,Barbaresco,Nebbiolo,2013,95,95-100 Eccezionale,450.0,5. 75 e oltre,Kerin O'Keefe,"Red berry, aromatic herb, pressed violet and dark spice aromas meld together in the glass. Firmly structured, the palate boasts intensity and energy, offering dark cherry, licorice and mint set against a backbone of fine-grained tannins and fresh acidity. It's",0.21
562,Germano Angelo 2011 Vigna Ruè  (Barolo),Germano Angelo,Piemonte,Barolo,Nebbiolo,2011,89,87-89 Molto buono,79.0,5. 75 e oltre,Kerin O'Keefe,"Aromas that recall stewed prune, cherry steeped in spirits, baking spice, toast and a whiff of menthol lead the nose and carry through to the firm palate along with notes of coffee, grilled sage and clove. Bracing tannins provide the framework. Give this a few",1.13
563,Ghione 2011 Piccole Gioie  (Moscato d'Asti),Ghione,Piemonte,Moscato d'Asti,Moscato,2011,88,87-89 Molto buono,16.0,2. Da 15 a 24,Non indicato,"Piccole Gioie (""little joys"") delivers a steady stream of tiny bubbles that form a foamy, creamy appearance and texture. In fact, a frothy cap remains long in the glass and provides a solid platform for aromas of honey, peach blossom, fragrant flower and dried",5.5
564,Giacomo Ascheri 2001 Sorano Coste & Bricco  (Barolo),Giacomo Ascheri,Piemonte,Barolo,Nebbiolo,2001,89,87-89 Molto buono,60.0,4. Da 40 a 74,Non indicato,"Be careful when you look for thense wines, the labels at Aschieri are a little confusing; a small white strip label at thumb level distinguishes the Sorano ordinaire from the special Costa Bricco. The wine, itself, is thick and quite poerful, with very ripe da",1.48
565,Giacomo Fenocchio 2008 Bussia 90 Dì  (Barolo),Giacomo Fenocchio,Piemonte,Barolo,Nebbiolo,2008,97,95-100 Eccezionale,80.0,5. 75 e oltre,Kerin O'Keefe,"This superb single-vineyard bottling from the heart of Bussia was macerated on the skins for a whopping 90 days. It's a breathtaking expression of Barolo, with intense Nebbiolo scents of rose, truffle and leather. The palate shows vibrant black cherry, truffle",1.21
566,Giacomo Fenocchio 2013 Villero  (Barolo),Giacomo Fenocchio,Piemonte,Barolo,Nebbiolo,2013,93,90-94 Ottimo,60.0,4. Da 40 a 74,Kerin O'Keefe,"New leather, woodland berry, dark spice and menthol aromas unfold in the glass. It's bright and juicy, offering tight layers of raspberry compote, morello cherry, cinnamon and clove alongside firm, chewy tannins. Fresh acidity lends balance while a graphite no",1.55
567,Giacomo Fenocchio 2013 Bussia  (Barolo),Giacomo Fenocchio,Piemonte,Barolo,Nebbiolo,2013,97,95-100 Eccezionale,55.0,4. Da 40 a 74,Kerin O'Keefe,"Rose, iris, wild berry and baking spice aromas merge with scents of new leather and a balsamic menthol note on this stunning and classically crafted Barolo. The structured, polished palate delivers juicy Marasca cherry, crushed raspberry, pipe tobacco and lico",1.76
568,Giacomo Fenocchio 2013 Castellero  (Barolo),Giacomo Fenocchio,Piemonte,Barolo,Nebbiolo,2013,95,95-100 Eccezionale,55.0,4. Da 40 a 74,Kerin O'Keefe,"Woodland berry, new leather, dark baking spice and rose aromas are front and center on this radiant red. It's well structured and loaded with finesse, delivering morello cherry, wild strawberry, clove and star anise framed in firm refined tannins and vibrant a",1.73
569,Giacomo Vico 2008 Nebbiolo (Langhe),Giacomo Vico,Piemonte,Langhe,Nebbiolo,2008,90,90-94 Ottimo,21.0,2. Da 15 a 24,Non indicato,"Presented in extremely elegant packaging, this is a beautiful expression of Nebbiolo from Piedmont. Not as austere as Barolo or Barbaresco, this wine does offer familiar aromas of black currant, pressed violets, tar, licorice and leather. The wine is smooth, s",4.29
570,Giacosa Fratelli 2008 San Rocco  (Dolcetto d'Alba),Giacosa Fratelli,Piemonte,Dolcetto d'Alba,Dolcetto,2008,87,87-89 Molto buono,16.0,2. Da 15 a 24,Non indicato,"Dolcetto San Rocco is a clean and elegant wine with a less obvious aromatic offering of forest berry, blueberry and spice. The wine is bright and tonic in the mouth with a touch of firmness on the close that helps keep the mouth refreshed.",5.44
571,Giacosa Fratelli 2009 Basarin Vigna Gianmatè  (Barbaresco),Giacosa Fratelli,Piemonte,Barbaresco,Nebbiolo,2009,89,87-89 Molto buono,52.0,4. Da 40 a 74,Non indicato,"Dark richness and ruby extraction give this Barbaresco a very beautiful appearance. The bouquet offers bold aromas of raw cherry, spice and leather. The wine closes with a succulent, fruit-driven finish.",1.71
572,Giacosa Fratelli 2011 Bussia  (Barolo),Giacosa Fratelli,Piemonte,Barolo,Nebbiolo,2011,91,90-94 Ottimo,55.0,4. Da 40 a 74,Kerin O'Keefe,"The nose is still a bit closed but eventually reveals aromas of dark berry, leafy underbrush, baked earth and tobacco. On the firm palate, notes of licorice, grilled herbs and black pepper add depth to the black cherry core. Bracing but refined tannins hold it",1.65
